Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-01-13,Yangzhou Collaborative Innovation Research Institute is an designing institute of Shenyang Aircraft.,Yangzhou Collaborative Innovation Research Institute,https://www.crunchbase.com/organization/yangzhou-collaborative-innovation-research-institute,"Aerospace, Air Transportation, Product Design","Beijing, Beijing, China, Asia",Corporate Round - Yangzhou Collaborative Innovation Research Institute,https://www.crunchbase.com/funding_round/yangzhou-collaborative-innovation-research-institute-corporate-round--c84d336f,1,AVIC Shenyang Aircraft,,AVIC Shenyang Aircraft,Corporate Round,1,160000000,CNY,23869909,309000000,CNY,46098762,160000000,CNY,23869909,Yes,,,,,,"60,489",
2023-01-17,Zhongke Zhiyun is an artificial intelligence technology company that engages in the field of security governance.,Zhongke Zhiyun,https://www.crunchbase.com/organization/zhongke-zhiyun,"Cyber Security, Software","Shanghai, Shanghai, China, Asia",Seed Round - Zhongke Zhiyun,https://www.crunchbase.com/funding_round/zhongke-zhiyun-seed--382f2e0c,1,ZSVC,Seed,ZSVC,Seed,1,,,,,,,,,,Yes,,https://www.intellicloudai.com/,,Seed,,"60,537",
2023-03-30,Hongyixin is an automotive electronic chip developer.,Hongyixin,https://www.crunchbase.com/organization/hongyixin,"Industrial, Manufacturing, Semiconductor","Guangzhou, Guangdong, China, Asia",Seed Round - Hongyixin,https://www.crunchbase.com/funding_round/hongyixin-seed--41eb63e1,3,"Highlight Capital, Long Capital, Xiaomi",Seed,"Highlight Capital, Xiaomi",Seed,1,90000000,CNY,13096815,,,,90000000,CNY,13096815,Yes,,http://kkchips.com/,,Seed,,"60,633",
2023-02-22,Zhao Yiming Snacks is a chain snack collection store.,Zhao Yiming snacks,https://www.crunchbase.com/organization/zhao-yiming-snacks,"Food and Beverage, Retail, Snack Food","Yuanzhou, Guangdong, China, Asia",Series A - Zhao Yiming snacks,https://www.crunchbase.com/funding_round/zhao-yiming-snacks-series-a--7d8c9522,2,"BA Capital, BESTORE",Early Stage Venture,BA Capital,Series A,1,150000000,CNY,21763417,,,,150000000,CNY,21763417,Yes,,http://www.4000702717.com,,Early Stage Venture,1,"60,696",
2023-02-07,Juyou Universe is a script game developer in an industry chain of emerging cultural products.,Juyou Universe,https://www.crunchbase.com/organization/juyou-universe,"Augmented Reality, Content Creators, Web Design","Suzhou, Jiangsu, China, Asia",Venture Round - Juyou Universe,https://www.crunchbase.com/funding_round/juyou-universe-series-unknown--0d69cbae,1,Cypress Capital Group,,Cypress Capital Group,Venture - Series Unknown,2,,,,,,,,,,Yes,,https://www.juyyds.com,,,,"60,727",
2023-04-18,Sietium is a high-tech company that independently designs and develops GPU chips and GPU solutions.,Sietium,https://www.crunchbase.com/organization/sietium,"Advanced Materials, Embedded Systems, Manufacturing, Semiconductor","Xianyang, Shaanxi, China, Asia",Series A - Sietium,https://www.crunchbase.com/funding_round/sietium-series-a--9d67b4a3,9,"Gaopeng, JC Capital, Jiangyin High-tech Venture Capital, Longding Investment, Shandong Provincial Guidance Fund, Yantai Finance Development and Investment Group, Yeda Economic Development Group, Yuanhe Capital, Zhenghai Investment",Early Stage Venture,"JC Capital, Shandong Provincial Guidance Fund, Yantai Finance Development and Investment Group",Series A,1,100000000,CNY,14543339,,,,100000000,CNY,14543339,Yes,,https://www.sietium.com/,,Early Stage Venture,,"60,800",
2023-02-03,Guangzhou Daopulse Energy manufactures batteries and energy storage equipment.,Guangzhou Daopulse Energy,https://www.crunchbase.com/organization/guangzhou-daopulse-energy,"Battery, Industrial, Solar","Guangzhou, Guangdong, China, Asia",Series A - Guangzhou Daopulse Energy,https://www.crunchbase.com/funding_round/guangzhou-daopulse-energy-series-a--4c5dfed3,7,"Bridge Capital China, China Prosperity Capital, Huiwang Capital, Jinqiao Capital, Qingsong Fund, UnityVC, Xiamen Venture Capital",Early Stage Venture,"Bridge Capital China, Jinqiao Capital, Qingsong Fund",Series A,1,90000000,CNY,13283937,,,,90000000,CNY,13283937,Yes,,http://www.daopulse.com,,Early Stage Venture,4,"60,812",
2023-02-28,Jingkong Energy is a supplier of energy auto parts.,Jingkong Energy,https://www.crunchbase.com/organization/jingkong-energy,"Automotive, Battery, Electric Vehicle, Energy","Suzhou, Jiangsu, China, Asia",Series C - Jingkong Energy,https://www.crunchbase.com/funding_round/jingkong-energy-series-c--e6cc3bb2,4,"CRRC, Hidden Hill Capital, Jinsha Joint Capital Investment, Shenneng Chengyi",Late Stage Venture,"CRRC, Hidden Hill Capital, Shenneng Chengyi",Series C,2,,,,,,,300000000,CNY,41090824,Yes,,https://www.ipotisedge.com,,Late Stage Venture,3,"60,842",
2023-02-01,Solid New Materials is a high-energy density battery core material developer.,Solidarity,https://www.crunchbase.com/organization/solidarity,"Advanced Materials, Battery, Manufacturing","Shenzhen, Guangdong, China, Asia",Seed Round - Solidarity,https://www.crunchbase.com/funding_round/solidarity-seed--172cfe13,1,SPIC,Seed,SPIC,Seed,2,,,,,,,,,,Yes,,,,Seed,,"61,091",
2023-04-10,Keao Information is an online and offline one-stop scientific research and academic comprehensive service platform.,Keao Information,https://www.crunchbase.com/organization/keao-information,"Education, Market Research, Training","Guangzhou, Guangdong, China, Asia",Series A - Keao Information,https://www.crunchbase.com/funding_round/keao-information-series-a--e90ee19f,1,Winreal Investment,Early Stage Venture,Winreal Investment,Series A,1,,,,,,,,,,Yes,,http://www.keoconf.com,,Early Stage Venture,1,"61,104",
2023-04-04,"Zhipu Technology is building an artificial intelligence spectrum analysis ecology for military, environment, agriculture, and medical.",Zhipu Technology,https://www.crunchbase.com/organization/zhipu-technology,"Artificial Intelligence (AI), Enterprise Software, Machine Learning","Nanjing, Jiangsu, China, Asia",Series B - Zhipu Technology,https://www.crunchbase.com/funding_round/zhipu-technology-series-b--6a3c0391,1,Broad Vision Funds,Early Stage Venture,Broad Vision Funds,Series B,1,100000000,CNY,14535306,,,,100000000,CNY,14535306,Yes,,https://www.lightgene.com/,,Early Stage Venture,,"61,471",
2023-01-18,Meidong Huicheng is a manufacturer of laboratory automation equipment and consumables.,Meidong Huicheng,https://www.crunchbase.com/organization/meidong-huicheng,"Biopharma, Medical","Nanjing, Jiangsu, China, Asia",Venture Round - Meidong Huicheng,https://www.crunchbase.com/funding_round/meidong-huicheng-series-unknown--48bc82cc,3,"Granary Capital, HB Ventures, Lucion",,Lucion,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://www.mdhc-bio.com/,,Late Stage Venture,1,"61,676",
2023-02-06,"Jiangsu Shekoy manufactures semiconductor precursors, SOD, display photoresistsm.",Jiangsu Shekoy,https://www.crunchbase.com/organization/jiangsu-shekoy,"Manufacturing, Semiconductor","Yixing, Jiangsu, China, Asia",Private Equity Round - Jiangsu Shekoy,https://www.crunchbase.com/funding_round/jiangsu-shekoy-private-equity--49b590a9,1,Huatai International Private Equity Fund,Private Equity,Huatai International Private Equity Fund,Private Equity,1,1745000000,CNY,256806475,,,,1745000000,CNY,256806475,Yes,,,,Private Equity,1,"61,954",
2023-01-12,Weipin Technology is a 5G communication test and measurement general equipment developer.,Weipin Technology,https://www.crunchbase.com/organization/weipin-technology,"Electronics, Wireless","Chengdu, Sichuan, China, Asia",Series A - Weipin Technology,https://www.crunchbase.com/funding_round/weipin-technology-series-a--1fddea13,2,"Future Innovation Fund, Sichuan Development Holding",Early Stage Venture,Sichuan Development Holding,Series A,3,40000000,CNY,5935775,,,,60000000,CNY,8701338,Yes,,,,Early Stage Venture,,"62,188",
2023-01-30,Ganfeng Lithium Battery is a research and development manufacturer of lithium-ion power batteries.,Ganfeng lithium battery,https://www.crunchbase.com/organization/ganfeng-lithium-battery,Manufacturing,"Xinyu, Jiangxi, China, Asia",Private Equity Round - Ganfeng lithium battery,https://www.crunchbase.com/funding_round/ganfeng-lithium-battery-private-equity--146d9191,4,"CMG-SDIC Capital Management, TRANSSION, Xiaomi, Xinhu Holding",Private Equity,CMG-SDIC Capital Management,Private Equity,1,,,,,,,,,,Yes,,http://www.ganfengbattery.com/index_en.html,,Private Equity,,"62,301",
2023-04-03,Muchuang is a provider of reconfigurable security chips and intelligent network controller chips.,Muchuang,https://www.crunchbase.com/organization/muchuang,"Electronics, Semiconductor","Wuxi Shi, Jiangsu, China, Asia",Series A - Muchuang,https://www.crunchbase.com/funding_round/muchuang-series-a--dfd357ed,5,"Grit Ventures, Jucheng Capital, Leaguer Group, Oriza Holdings, Wuxi Capital",Early Stage Venture,"Jucheng Capital, Oriza Holdings, Wuxi Capital",Series A,4,,,,,,,,,,Yes,,https://mucse.com/,,,,"62,329",
2023-04-03,"Keyang is mainly engaged in the design, R&D, manufacture, packaging, and testing of semiconductor TSV package integrated circuit products.",Keyang Semiconductor,https://www.crunchbase.com/organization/keyang-semiconductor,"Application Specific Integrated Circuit (ASIC), Electronics, Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",Venture Round - Keyang Semiconductor,https://www.crunchbase.com/funding_round/keyang-semiconductor-series-unknown--92908bb4,8,"Caitong Securities, CDH Investments, China Fortune-Tech Capital, Clivia Capital, SooChow Securities, Sunic Capital, Zhidao Capital, Zhongxin Capital",,"China Fortune-Tech Capital, Sunic Capital",Venture - Series Unknown,2,500000000,CNY,72692380,,,,600000000,CNY,88425793,Yes,,http://www.keyangsemi.com/cn/index.aspx,,,,"62,441",
2023-02-08,New Industry Ophthalmology is an ophthalmic product service provider.,New Industry Ophthalmology,https://www.crunchbase.com/organization/new-industry-ophthalmology,"Health Care, Health Diagnostics, Medical","Nanshan, Hunan, China, Asia",Private Equity Round - New Industry Ophthalmology,https://www.crunchbase.com/funding_round/new-industry-ophthalmology-private-equity--1d81f79a,1,Haohai Biological Technology,Private Equity,Haohai Biological Technology,Private Equity,1,140000000,CNY,20620986,,,,140000000,CNY,20620986,Yes,,http://www.sznimo.com/,,Private Equity,,"62,543",
2023-02-08,Zhishu Technology is a supplier of vacuum electronic devices.,Zhishu Technology,https://www.crunchbase.com/organization/zhishu-technology,"Electrical Distribution, Electronics, Medical Device","Daxing, Beijing, China, Asia",Series A - Zhishu Technology,https://www.crunchbase.com/funding_round/zhishu-technology-series-a--0cb23ea2,2,"Hairong Ziben, Wonderland Capital",Early Stage Venture,Wonderland Capital,Series A,1,,,,,,,,,,Yes,,http://www.bjsmartbeam.com/,,Early Stage Venture,,"62,636",
2023-01-13,Zhancheng Technology is an integrated circuit design service and EDA software developer.,Zhancheng Technology,https://www.crunchbase.com/organization/zhancheng-technology,"Electrical Distribution, Electronics, Semiconductor","Qingdao, Fujian, China, Asia",Series A - Zhancheng Technology,https://www.crunchbase.com/funding_round/zhancheng-technology-series-a--59d22f5c,1,Addor Capital,Early Stage Venture,Addor Capital,Series A,1,,,,,,,,,,Yes,,http://www.zchip.com.cn/,,Early Stage Venture,1,"62,714",
2023-04-28,"Dong Fang Ye is a new Chinese tea brand, a national style brand created with all efforts, a tea drink full of national flavor.",Dong Fang Ye,https://www.crunchbase.com/organization/dong-fang-ye,"Food and Beverage, Retail, Tea","Zhengzhou, Henan, China, Asia",Series A - Dong Fang Ye,https://www.crunchbase.com/funding_round/dong-fang-ye-series-a--e2f3a09e,1,Longzhu Capital,Early Stage Venture,Longzhu Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"62,850",
2023-01-05,Jun Shengtai engages in the development of original drugs in the field of chronic liver disease.,Jun Shengtai,https://www.crunchbase.com/organization/jun-shengtai,"Biotechnology, Health Care, Medical, Pharmaceutical","Shenzhen, Guangdong, China, Asia",Series C - Jun Shengtai,https://www.crunchbase.com/funding_round/jun-shengtai-series-c--064a7b27,5,"China Development Bank Capital, Guangdong Traditional Chinese Medicine Health Fund, Guangzhou Yuexiu Industrial Investment Fund, YuFeng Capital, Yuthai Investment",Late Stage Venture,"China Development Bank Capital, Guangdong Traditional Chinese Medicine Health Fund",Series C,1,107000000,USD,107000000,,,,107000000,USD,107000000,Yes,,https://hightidetx.com/cn/contact/contact.html,$10M to $50M,Late Stage Venture,,"63,227",
2023-04-24,Weining Technology offers digital risk control solutions and services for medical insurance and commercial health insurance.,Weining Technology,https://www.crunchbase.com/organization/weining-technology,"Health Care, Information Technology, Medical","Jingan, Shanghai, China, Asia",Series C - Weining Technology,https://www.crunchbase.com/funding_round/weining-technology-series-c--0a432eb8,5,"Cathay Capital, CLP Data Services, Shanghai Tiliang Touzi Guanli Youxian Gongsi, Su Gaoxin Financial Holdings, Taiping Medical and Health Fund",Late Stage Venture,Taiping Medical and Health Fund,Series C,1,300000000,CNY,43500957,,,,300000000,CNY,43500957,Yes,,http://www.tech-winning.com/,,Late Stage Venture,3,"63,573",
2023-03-09,Svision is a healthcare start-up that develops and produces high-end ophthalmic imaging equipment.,Svision,https://www.crunchbase.com/organization/svision,"Health Care, Health Diagnostics, Medical Device","Luoyang, Guangdong, China, Asia",Series C - Svision,https://www.crunchbase.com/funding_round/svision-series-c--216b6dc5,10,"Addor Capital, Aier Eye Hospital Group, CD Capital, China Life Private Equity Investment, CICC, Flyfot Ventures, Lang Sheng Investment, Ming capital, Qianhai Fund of Funds, Shenzhen Capital Group",Late Stage Venture,"China Life Private Equity Investment, Qianhai Fund of Funds",Series C,5,300000000,CNY,43073742,2100000000,CNY,301516196,60669013,USD,60669013,Yes,,https://svisionimaging.com/,,Late Stage Venture,,"63,883",
2023-05-04,Baiyangfang helps in developing the traditional Chinese food therapy culture to individuals improve their sub-health condition.,Baiyangfang,https://www.crunchbase.com/organization/baiyangfang,"Food and Beverage, Health Care, Wellness","Shanghai, Shanghai, China, Asia",Angel Round - Baiyangfang,https://www.crunchbase.com/funding_round/baiyangfang-angel--af837a12,1,Qingdou Venture Capital,Seed,Qingdou Venture Capital,Angel,1,15000000,CNY,2171804,,,,15000000,CNY,2171804,Yes,,,,Seed,,"63,892",
2023-03-30,"QL Bio is a bioinformatics platform that specializes in data visualization, analysis and and pre-data processing.",QL Bio,https://www.crunchbase.com/organization/bioladder,"Bioinformatics, Cloud Computing, IT Management","Haidian, Beijing, China, Asia",Seed Round - QL Bio,https://www.crunchbase.com/funding_round/bioladder-seed--7f519d32,1,Delian Capital,Seed,Delian Capital,Seed,1,10000000,CNY,1455202,,,,10000000,CNY,1455202,Yes,,http://m.qinglianbio.com/,,Seed,,"64,037",
2023-03-19,"Project AI 2.0 is a large language model platform, dedicated to building a brand new AI2.0 platform and AI-first productivity applications.",Project AI 2.0,https://www.crunchbase.com/organization/project-ai-2-0,"Artificial Intelligence (AI), Information Technology, Machine Learning","Haidian, Beijing, China, Asia",Seed Round - Project AI 2.0,https://www.crunchbase.com/funding_round/project-ai-2-0-seed--2f8027ea,2,"IDG Capital, Sinovation Ventures",Seed,Sinovation Ventures,Seed,1,,,,,,,,,,Yes,,https://www.chuangxin.com/ai2,$50M to $100M,Seed,1,"64,230",
2023-05-08,ZR spontaneous combustion element is a coffee brand management company that integrates industry resources and develops customized products.,ZR spontaneous combustion element,https://www.crunchbase.com/organization/zr-spontaneous-combustion-element,"Coffee, Food and Beverage, Manufacturing","Hangzhou, Zhejiang, China, Asia",Seed Round - ZR spontaneous combustion element,https://www.crunchbase.com/funding_round/zr-spontaneous-combustion-element-seed--4386ddb9,1,Zhongnan Financial Services,Seed,Zhongnan Financial Services,Seed,1,50000000,CNY,7233273,,,,50000000,CNY,7233273,Yes,,,,Seed,1,"64,424",
